Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps
108	-110.0	110	19291	108	-110.0	110	19291	108	-110.0	110	19291	108	-110.0	110	19291	108	-110.0	110	19291	108	-110.0	110	19291	108	-110.0	110	19291	108	-110.0	110	19291	108	-110.0	110	19291	108	-110.0	110	19291
109	-151.0	151	19442	109	-151.0	151	19442	109	-151.0	151	19442	109	-151.0	151	19442	109	-151.0	151	19442	109	-151.0	151	19442	109	-151.0	151	19442	109	-151.0	151	19442	109	-151.0	151	19442	109	-151.0	151	19442
110	-111.0	111	19553	110	-111.0	111	19553	110	-111.0	111	19553	110	-111.0	111	19553	110	-111.0	111	19553	110	-111.0	111	19553	110	-111.0	111	19553	110	-111.0	111	19553	110	-111.0	111	19553	110	-111.0	111	19553
111	-152.0	152	19705	111	-152.0	152	19705	111	-152.0	152	19705	111	-152.0	152	19705	111	-152.0	152	19705	111	-152.0	152	19705	111	-152.0	152	19705	111	-152.0	152	19705	111	-152.0	152	19705	111	-152.0	152	19705
112	-117.0	117	19822	112	-117.0	117	19822	112	-117.0	117	19822	112	-117.0	117	19822	112	-117.0	117	19822	112	-117.0	117	19822	112	-117.0	117	19822	112	-117.0	117	19822	112	-117.0	117	19822	112	-117.0	117	19822
113	-176.0	176	19998	113	-176.0	176	19998	113	-176.0	176	19998	113	-176.0	176	19998	113	-176.0	176	19998	113	-176.0	176	19998	113	-176.0	176	19998	113	-176.0	176	19998	113	-176.0	176	19998	113	-176.0	176	19998
114	-170.0	170	20168	114	-170.0	170	20168	114	-170.0	170	20168	114	-170.0	170	20168	114	-170.0	170	20168	114	-170.0	170	20168	114	-170.0	170	20168	114	-170.0	170	20168	114	-170.0	170	20168	114	-170.0	170	20168
115	-155.0	155	20323	115	-155.0	155	20323	115	-155.0	155	20323	115	-155.0	155	20323	115	-155.0	155	20323	115	-155.0	155	20323	115	-155.0	155	20323	115	-155.0	155	20323	115	-155.0	155	20323	115	-155.0	155	20323
116	-150.0	150	20473	116	-150.0	150	20473	116	-150.0	150	20473	116	-150.0	150	20473	116	-150.0	150	20473	116	-150.0	150	20473	116	-150.0	150	20473	116	-150.0	150	20473	116	-150.0	150	20473	116	-150.0	150	20473
117	-142.0	142	20615	117	-142.0	142	20615	117	-142.0	142	20615	117	-142.0	142	20615	117	-142.0	142	20615	117	-142.0	142	20615	117	-142.0	142	20615	117	-142.0	142	20615	117	-142.0	142	20615	117	-142.0	142	20615
118	-158.0	158	20773	118	-158.0	158	20773	118	-158.0	158	20773	118	-158.0	158	20773	118	-158.0	158	20773	118	-158.0	158	20773	118	-158.0	158	20773	118	-158.0	158	20773	118	-158.0	158	20773	118	-158.0	158	20773
119	-153.0	153	20926	119	-153.0	153	20926	119	-153.0	153	20926	119	-153.0	153	20926	119	-153.0	153	20926	119	-153.0	153	20926	119	-153.0	153	20926	119	-153.0	153	20926	119	-153.0	153	20926	119	-153.0	153	20926
120	-136.0	136	21062	120	-136.0	136	21062	120	-136.0	136	21062	120	-136.0	136	21062	120	-136.0	136	21062	120	-136.0	136	21062	120	-136.0	136	21062	120	-136.0	136	21062	120	-136.0	136	21062	120	-136.0	136	21062
121	-155.0	155	21217	121	-155.0	155	21217	121	-155.0	155	21217	121	-155.0	155	21217	121	-155.0	155	21217	121	-155.0	155	21217	121	-155.0	155	21217	121	-155.0	155	21217	121	-155.0	155	21217	121	-155.0	155	21217
122	-137.0	137	21354	122	-137.0	137	21354	122	-137.0	137	21354	122	-137.0	137	21354	122	-137.0	137	21354	122	-137.0	137	21354	122	-137.0	137	21354	122	-137.0	137	21354	122	-137.0	137	21354	122	-137.0	137	21354
123	-138.0	138	21492	123	-138.0	138	21492	123	-138.0	138	21492	123	-138.0	138	21492	123	-138.0	138	21492	123	-138.0	138	21492	123	-138.0	138	21492	123	-138.0	138	21492	123	-138.0	138	21492	123	-138.0	138	21492
124	-135.0	135	21627	124	-135.0	135	21627	124	-135.0	135	21627	124	-135.0	135	21627	124	-135.0	135	21627	124	-135.0	135	21627	124	-135.0	135	21627	124	-135.0	135	21627	124	-135.0	135	21627	124	-135.0	135	21627
125	-140.0	140	21767	125	-140.0	140	21767	125	-140.0	140	21767	125	-140.0	140	21767	125	-140.0	140	21767	125	-140.0	140	21767	125	-140.0	140	21767	125	-140.0	140	21767	125	-140.0	140	21767	125	-140.0	140	21767
126	-135.0	135	21902	126	-135.0	135	21902	126	-135.0	135	21902	126	-135.0	135	21902	126	-135.0	135	21902	126	-135.0	135	21902	126	-135.0	135	21902	126	-135.0	135	21902	126	-135.0	135	21902	126	-135.0	135	21902
127	-139.0	139	22041	127	-139.0	139	22041	127	-139.0	139	22041	127	-139.0	139	22041	127	-139.0	139	22041	127	-139.0	139	22041	127	-139.0	139	22041	127	-139.0	139	22041	127	-139.0	139	22041	127	-139.0	139	22041
128	-133.0	133	22174	128	-133.0	133	22174	128	-133.0	133	22174	128	-133.0	133	22174	128	-133.0	133	22174	128	-133.0	133	22174	128	-133.0	133	22174	128	-133.0	133	22174	128	-133.0	133	22174	128	-133.0	133	22174
129	-132.0	132	22306	129	-132.0	132	22306	129	-132.0	132	22306	129	-132.0	132	22306	129	-132.0	132	22306	129	-132.0	132	22306	129	-132.0	132	22306	129	-132.0	132	22306	129	-132.0	132	22306	129	-132.0	132	22306
130	-115.0	115	22421	130	-115.0	115	22421	130	-115.0	115	22421	130	-115.0	115	22421	130	-115.0	115	22421	130	-115.0	115	22421	130	-115.0	115	22421	130	-115.0	115	22421	130	-115.0	115	22421	130	-115.0	115	22421
131	-130.0	130	22551	131	-130.0	130	22551	131	-130.0	130	22551	131	-130.0	130	22551	131	-130.0	130	22551	131	-130.0	130	22551	131	-130.0	130	22551	131	-130.0	130	22551	131	-130.0	130	22551	131	-130.0	130	22551
132	-106.0	106	22657	132	-106.0	106	22657	132	-106.0	106	22657	132	-106.0	106	22657	132	-106.0	106	22657	132	-106.0	106	22657	132	-106.0	106	22657	132	-106.0	106	22657	132	-106.0	106	22657	132	-106.0	106	22657
133	-105.0	105	22762	133	-105.0	105	22762	133	-105.0	105	22762	133	-105.0	105	22762	133	-105.0	105	22762	133	-105.0	105	22762	133	-105.0	105	22762	133	-105.0	105	22762	133	-105.0	105	22762	133	-105.0	105	22762
134	-105.0	105	22867	134	-105.0	105	22867	134	-105.0	105	22867	134	-105.0	105	22867	134	-105.0	105	22867	134	-105.0	105	22867	134	-105.0	105	22867	134	-105.0	105	22867	134	-105.0	105	22867	134	-105.0	105	22867
135	-104.0	104	22971	135	-104.0	104	22971	135	-104.0	104	22971	135	-104.0	104	22971	135	-104.0	104	22971	135	-104.0	104	22971	135	-104.0	104	22971	135	-104.0	104	22971	135	-104.0	104	22971	135	-104.0	104	22971
136	-104.0	104	23075	136	-104.0	104	23075	136	-104.0	104	23075	136	-104.0	104	23075	136	-104.0	104	23075	136	-104.0	104	23075	136	-104.0	104	23075	136	-104.0	104	23075	136	-104.0	104	23075	136	-104.0	104	23075
137	-169.0	169	23244	137	-169.0	169	23244	137	-169.0	169	23244	137	-169.0	169	23244	137	-169.0	169	23244	137	-169.0	169	23244	137	-169.0	169	23244	137	-169.0	169	23244	137	-169.0	169	23244	137	-169.0	169	23244
138	-104.0	104	23348	138	-104.0	104	23348	138	-104.0	104	23348	138	-104.0	104	23348	138	-104.0	104	23348	138	-104.0	104	23348	138	-104.0	104	23348	138	-104.0	104	23348	138	-104.0	104	23348	138	-104.0	104	23348
139	-135.0	135	23483	139	-135.0	135	23483	139	-135.0	135	23483	139	-135.0	135	23483	139	-135.0	135	23483	139	-135.0	135	23483	139	-135.0	135	23483	139	-135.0	135	23483	139	-135.0	135	23483	139	-135.0	135	23483
140	-136.0	136	23619	140	-136.0	136	23619	140	-136.0	136	23619	140	-136.0	136	23619	140	-136.0	136	23619	140	-136.0	136	23619	140	-136.0	136	23619	140	-136.0	136	23619	140	-136.0	136	23619	140	-136.0	136	23619
141	-104.0	104	23723	141	-104.0	104	23723	141	-104.0	104	23723	141	-104.0	104	23723	141	-104.0	104	23723	141	-104.0	104	23723	141	-104.0	104	23723	141	-104.0	104	23723	141	-104.0	104	23723	141	-104.0	104	23723
142	-152.0	152	23875	142	-152.0	152	23875	142	-152.0	152	23875	142	-152.0	152	23875	142	-152.0	152	23875	142	-152.0	152	23875	142	-152.0	152	23875	142	-152.0	152	23875	142	-152.0	152	23875	142	-152.0	152	23875
143	-105.0	105	23980	143	-105.0	105	23980	143	-105.0	105	23980	143	-105.0	105	23980	143	-105.0	105	23980	143	-105.0	105	23980	143	-105.0	105	23980	143	-105.0	105	23980	143	-105.0	105	23980	143	-105.0	105	23980
144	-136.0	136	24116	144	-136.0	136	24116	144	-136.0	136	24116	144	-136.0	136	24116	144	-136.0	136	24116	144	-136.0	136	24116	144	-136.0	136	24116	144	-136.0	136	24116	144	-136.0	136	24116	144	-136.0	136	24116
145	-104.0	104	24220	145	-104.0	104	24220	145	-104.0	104	24220	145	-104.0	104	24220	145	-104.0	104	24220	145	-104.0	104	24220	145	-104.0	104	24220	145	-104.0	104	24220	145	-104.0	104	24220	145	-104.0	104	24220
146	-104.0	104	24324	146	-104.0	104	24324	146	-104.0	104	24324	146	-104.0	104	24324	146	-104.0	104	24324	146	-104.0	104	24324	146	-104.0	104	24324	146	-104.0	104	24324	146	-104.0	104	24324	146	-104.0	104	24324
147	-106.0	106	24430	147	-106.0	106	24430	147	-106.0	106	24430	147	-106.0	106	24430	147	-106.0	106	24430	147	-106.0	106	24430	147	-106.0	106	24430	147	-106.0	106	24430	147	-106.0	106	24430	147	-106.0	106	24430
148	-136.0	136	24566	148	-136.0	136	24566	148	-136.0	136	24566	148	-136.0	136	24566	148	-136.0	136	24566	148	-136.0	136	24566	148	-136.0	136	24566	148	-136.0	136	24566	148	-136.0	136	24566	148	-136.0	136	24566
149	-106.0	106	24672	149	-106.0	106	24672	149	-106.0	106	24672	149	-106.0	106	24672	149	-106.0	106	24672	149	-106.0	106	24672	149	-106.0	106	24672	149	-106.0	106	24672	149	-106.0	106	24672	149	-106.0	106	24672
150	-104.0	104	24776	150	-104.0	104	24776	150	-104.0	104	24776	150	-104.0	104	24776	150	-104.0	104	24776	150	-104.0	104	24776	150	-104.0	104	24776	150	-104.0	104	24776	150	-104.0	104	24776	150	-104.0	104	24776
151	-104.0	104	24880	151	-104.0	104	24880	151	-104.0	104	24880	151	-104.0	104	24880	151	-104.0	104	24880	151	-104.0	104	24880	151	-104.0	104	24880	151	-104.0	104	24880	151	-104.0	104	24880	151	-104.0	104	24880
152	-105.0	105	24985	152	-105.0	105	24985	152	-105.0	105	24985	152	-105.0	105	24985	152	-105.0	105	24985	152	-105.0	105	24985	152	-105.0	105	24985	152	-105.0	105	24985	152	-105.0	105	24985	152	-105.0	105	24985
153	-132.0	132	25117	153	-132.0	132	25117	153	-132.0	132	25117	153	-132.0	132	25117	153	-132.0	132	25117	153	-132.0	132	25117	153	-132.0	132	25117	153	-132.0	132	25117	153	-132.0	132	25117	153	-132.0	132	25117
154	-128.0	128	25245	154	-128.0	128	25245	154	-128.0	128	25245	154	-128.0	128	25245	154	-128.0	128	25245	154	-128.0	128	25245	154	-128.0	128	25245	154	-128.0	128	25245	154	-128.0	128	25245	154	-128.0	128	25245
155	-129.0	129	25374	155	-129.0	129	25374	155	-129.0	129	25374	155	-129.0	129	25374	155	-129.0	129	25374	155	-129.0	129	25374	155	-129.0	129	25374	155	-129.0	129	25374	155	-129.0	129	25374	155	-129.0	129	25374
156	-105.0	105	25479	156	-105.0	105	25479	156	-105.0	105	25479	156	-105.0	105	25479	156	-105.0	105	25479	156	-105.0	105	25479	156	-105.0	105	25479	156	-105.0	105	25479	156	-105.0	105	25479	156	-105.0	105	25479
157	-105.0	105	25584	157	-105.0	105	25584	157	-105.0	105	25584	157	-105.0	105	25584	157	-105.0	105	25584	157	-105.0	105	25584	157	-105.0	105	25584	157	-105.0	105	25584	157	-105.0	105	25584	157	-105.0	105	25584
158	-105.0	105	25689	158	-105.0	105	25689	158	-105.0	105	25689	158	-105.0	105	25689	158	-105.0	105	25689	158	-105.0	105	25689	158	-105.0	105	25689	158	-105.0	105	25689	158	-105.0	105	25689	158	-105.0	105	25689
159	-95.0	95	25784	159	-95.0	95	25784	159	-95.0	95	25784	159	-95.0	95	25784	159	-95.0	95	25784	159	-95.0	95	25784	159	-95.0	95	25784	159	-95.0	95	25784	159	-95.0	95	25784	159	-95.0	95	25784
160	-105.0	105	25889	160	-105.0	105	25889	160	-105.0	105	25889	160	-105.0	105	25889	160	-105.0	105	25889	160	-105.0	105	25889	160	-105.0	105	25889	160	-105.0	105	25889	160	-105.0	105	25889	160	-105.0	105	25889
161	-107.0	107	25996	161	-107.0	107	25996	161	-107.0	107	25996	161	-107.0	107	25996	161	-107.0	107	25996	161	-107.0	107	25996	161	-107.0	107	25996	161	-107.0	107	25996	161	-107.0	107	25996	161	-107.0	107	25996
162	-142.0	142	26138	162	-142.0	142	26138	162	-142.0	142	26138	162	-142.0	142	26138	162	-142.0	142	26138	162	-142.0	142	26138	162	-142.0	142	26138	162	-142.0	142	26138	162	-142.0	142	26138	162	-142.0	142	26138
163	-107.0	107	26245	163	-107.0	107	26245	163	-107.0	107	26245	163	-107.0	107	26245	163	-107.0	107	26245	163	-107.0	107	26245	163	-107.0	107	26245	163	-107.0	107	26245	163	-107.0	107	26245	163	-107.0	107	26245
164	-105.0	105	26350	164	-105.0	105	26350	164	-105.0	105	26350	164	-105.0	105	26350	164	-105.0	105	26350	164	-105.0	105	26350	164	-105.0	105	26350	164	-105.0	105	26350	164	-105.0	105	26350	164	-105.0	105	26350
165	-140.0	140	26490	165	-140.0	140	26490	165	-140.0	140	26490	165	-140.0	140	26490	165	-140.0	140	26490	165	-140.0	140	26490	165	-140.0	140	26490	165	-140.0	140	26490	165	-140.0	140	26490	165	-140.0	140	26490
166	-138.0	138	26628	166	-138.0	138	26628	166	-138.0	138	26628	166	-138.0	138	26628	166	-138.0	138	26628	166	-138.0	138	26628	166	-138.0	138	26628	166	-138.0	138	26628	166	-138.0	138	26628	166	-138.0	138	26628
167	-137.0	137	26765	167	-137.0	137	26765	167	-137.0	137	26765	167	-137.0	137	26765	167	-137.0	137	26765	167	-137.0	137	26765	167	-137.0	137	26765	167	-137.0	137	26765	167	-137.0	137	26765	167	-137.0	137	26765
168	-136.0	136	26901	168	-136.0	136	26901	168	-136.0	136	26901	168	-136.0	136	26901	168	-136.0	136	26901	168	-136.0	136	26901	168	-136.0	136	26901	168	-136.0	136	26901	168	-136.0	136	26901	168	-136.0	136	26901
169	-106.0	106	27007	169	-106.0	106	27007	169	-106.0	106	27007	169	-106.0	106	27007	169	-106.0	106	27007	169	-106.0	106	27007	169	-106.0	106	27007	169	-106.0	106	27007	169	-106.0	106	27007	169	-106.0	106	27007
170	-161.0	161	27168	170	-161.0	161	27168	170	-161.0	161	27168	170	-161.0	161	27168	170	-161.0	161	27168	170	-161.0	161	27168	170	-161.0	161	27168	170	-161.0	161	27168	170	-161.0	161	27168	170	-161.0	161	27168
171	-137.0	137	27305	171	-137.0	137	27305	171	-137.0	137	27305	171	-137.0	137	27305	171	-137.0	137	27305	171	-137.0	137	27305	171	-137.0	137	27305	171	-137.0	137	27305	171	-137.0	137	27305	171	-137.0	137	27305
172	-164.0	164	27469	172	-164.0	164	27469	172	-164.0	164	27469	172	-164.0	164	27469	172	-164.0	164	27469	172	-164.0	164	27469	172	-164.0	164	27469	172	-164.0	164	27469	172	-164.0	164	27469	172	-164.0	164	27469
173	-137.0	137	27606	173	-137.0	137	27606	173	-137.0	137	27606	173	-137.0	137	27606	173	-137.0	137	27606	173	-137.0	137	27606	173	-137.0	137	27606	173	-137.0	137	27606	173	-137.0	137	27606	173	-137.0	137	27606
174	-165.0	165	27771	174	-165.0	165	27771	174	-165.0	165	27771	174	-165.0	165	27771	174	-165.0	165	27771	174	-165.0	165	27771	174	-165.0	165	27771	174	-165.0	165	27771	174	-165.0	165	27771	174	-165.0	165	27771
175	-178.0	178	27949	175	-178.0	178	27949	175	-178.0	178	27949	175	-178.0	178	27949	175	-178.0	178	27949	175	-178.0	178	27949	175	-178.0	178	27949	175	-178.0	178	27949	175	-178.0	178	27949	175	-178.0	178	27949
176	-121.0	121	28070	176	-121.0	121	28070	176	-121.0	121	28070	176	-121.0	121	28070	176	-121.0	121	28070	176	-121.0	121	28070	176	-121.0	121	28070	176	-121.0	121	28070	176	-121.0	121	28070	176	-121.0	121	28070
177	-143.0	143	28213	177	-143.0	143	28213	177	-143.0	143	28213	177	-143.0	143	28213	177	-143.0	143	28213	177	-143.0	143	28213	177	-143.0	143	28213	177	-143.0	143	28213	177	-143.0	143	28213	177	-143.0	143	28213
178	-109.0	109	28322	178	-109.0	109	28322	178	-109.0	109	28322	178	-109.0	109	28322	178	-109.0	109	28322	178	-109.0	109	28322	178	-109.0	109	28322	178	-109.0	109	28322	178	-109.0	109	28322	178	-109.0	109	28322
179	-108.0	108	28430	179	-108.0	108	28430	179	-108.0	108	28430	179	-108.0	108	28430	179	-108.0	108	28430	179	-108.0	108	28430	179	-108.0	108	28430	179	-108.0	108	28430	179	-108.0	108	28430	179	-108.0	108	28430
180	-105.0	105	28535	180	-105.0	105	28535	180	-105.0	105	28535	180	-105.0	105	28535	180	-105.0	105	28535	180	-105.0	105	28535	180	-105.0	105	28535	180	-105.0	105	28535	180	-105.0	105	28535	180	-105.0	105	28535
181	-104.0	104	28639	181	-104.0	104	28639	181	-104.0	104	28639	181	-104.0	104	28639	181	-104.0	104	28639	181	-104.0	104	28639	181	-104.0	104	28639	181	-104.0	104	28639	181	-104.0	104	28639	181	-104.0	104	28639
182	-137.0	137	28776	182	-137.0	137	28776	182	-137.0	137	28776	182	-137.0	137	28776	182	-137.0	137	28776	182	-137.0	137	28776	182	-137.0	137	28776	182	-137.0	137	28776	182	-137.0	137	28776	182	-137.0	137	28776
183	-151.0	151	28927	183	-151.0	151	28927	183	-151.0	151	28927	183	-151.0	151	28927	183	-151.0	151	28927	183	-151.0	151	28927	183	-151.0	151	28927	183	-151.0	151	28927	183	-151.0	151	28927	183	-151.0	151	28927
184	-110.0	110	29037	184	-110.0	110	29037	184	-110.0	110	29037	184	-110.0	110	29037	184	-110.0	110	29037	184	-110.0	110	29037	184	-110.0	110	29037	184	-110.0	110	29037	184	-110.0	110	29037	184	-110.0	110	29037
185	-140.0	140	29177	185	-140.0	140	29177	185	-140.0	140	29177	185	-140.0	140	29177	185	-140.0	140	29177	185	-140.0	140	29177	185	-140.0	140	29177	185	-140.0	140	29177	185	-140.0	140	29177	185	-140.0	140	29177
186	-112.0	112	29289	186	-112.0	112	29289	186	-112.0	112	29289	186	-112.0	112	29289	186	-112.0	112	29289	186	-112.0	112	29289	186	-112.0	112	29289	186	-112.0	112	29289	186	-112.0	112	29289	186	-112.0	112	29289
187	-107.0	107	29396	187	-107.0	107	29396	187	-107.0	107	29396	187	-107.0	107	29396	187	-107.0	107	29396	187	-107.0	107	29396	187	-107.0	107	29396	187	-107.0	107	29396	187	-107.0	107	29396	187	-107.0	107	29396
188	-106.0	106	29502	188	-106.0	106	29502	188	-106.0	106	29502	188	-106.0	106	29502	188	-106.0	106	29502	188	-106.0	106	29502	188	-106.0	106	29502	188	-106.0	106	29502	188	-106.0	106	29502	188	-106.0	106	29502
189	-105.0	105	29607	189	-105.0	105	29607	189	-105.0	105	29607	189	-105.0	105	29607	189	-105.0	105	29607	189	-105.0	105	29607	189	-105.0	105	29607	189	-105.0	105	29607	189	-105.0	105	29607	189	-105.0	105	29607
190	-90.0	90	29697	190	-90.0	90	29697	190	-90.0	90	29697	190	-90.0	90	29697	190	-90.0	90	29697	190	-90.0	90	29697	190	-90.0	90	29697	190	-90.0	90	29697	190	-90.0	90	29697	190	-90.0	90	29697
191	-104.0	104	29801	191	-104.0	104	29801	191	-104.0	104	29801	191	-104.0	104	29801	191	-104.0	104	29801	191	-104.0	104	29801	191	-104.0	104	29801	191	-104.0	104	29801	191	-104.0	104	29801	191	-104.0	104	29801
192	-181.0	181	29982	192	-181.0	181	29982	192	-181.0	181	29982	192	-181.0	181	29982	192	-181.0	181	29982	192	-181.0	181	29982	192	-181.0	181	29982	192	-181.0	181	29982	192	-181.0	181	29982	192	-181.0	181	29982
193	-190.0	190	30172	193	-190.0	190	30172	193	-190.0	190	30172	193	-190.0	190	30172	193	-190.0	190	30172	193	-190.0	190	30172	193	-190.0	190	30172	193	-190.0	190	30172	193	-190.0	190	30172	193	-190.0	190	30172
194	-131.0	131	30303	194	-131.0	131	30303	194	-131.0	131	30303	194	-131.0	131	30303	194	-131.0	131	30303	194	-131.0	131	30303	194	-131.0	131	30303	194	-131.0	131	30303	194	-131.0	131	30303	194	-131.0	131	30303
195	-168.0	168	30471	195	-168.0	168	30471	195	-168.0	168	30471	195	-168.0	168	30471	195	-168.0	168	30471	195	-168.0	168	30471	195	-168.0	168	30471	195	-168.0	168	30471	195	-168.0	168	30471	195	-168.0	168	30471
196	-131.0	131	30602	196	-131.0	131	30602	196	-131.0	131	30602	196	-131.0	131	30602	196	-131.0	131	30602	196	-131.0	131	30602	196	-131.0	131	30602	196	-131.0	131	30602	196	-131.0	131	30602	196	-131.0	131	30602
197	-151.0	151	30753	197	-151.0	151	30753	197	-151.0	151	30753	197	-151.0	151	30753	197	-151.0	151	30753	197	-151.0	151	30753	197	-151.0	151	30753	197	-151.0	151	30753	197	-151.0	151	30753	197	-151.0	151	30753
198	-143.0	143	30896	198	-143.0	143	30896	198	-143.0	143	30896	198	-143.0	143	30896	198	-143.0	143	30896	198	-143.0	143	30896	198	-143.0	143	30896	198	-143.0	143	30896	198	-143.0	143	30896	198	-143.0	143	30896
199	-147.0	147	31043	199	-147.0	147	31043	199	-147.0	147	31043	199	-147.0	147	31043	199	-147.0	147	31043	199	-147.0	147	31043	199	-147.0	147	31043	199	-147.0	147	31043	199	-147.0	147	31043	199	-147.0	147	31043
200	-139.0	139	31182	200	-139.0	139	31182	200	-139.0	139	31182	200	-139.0	139	31182	200	-139.0	139	31182	200	-139.0	139	31182	200	-139.0	139	31182	200	-139.0	139	31182	200	-139.0	139	31182	200	-139.0	139	31182
201	-146.0	146	31328	201	-146.0	146	31328	201	-146.0	146	31328	201	-146.0	146	31328	201	-146.0	146	31328	201	-146.0	146	31328	201	-146.0	146	31328	201	-146.0	146	31328	201	-146.0	146	31328	201	-146.0	146	31328
202	-134.0	134	31462	202	-134.0	134	31462	202	-134.0	134	31462	202	-134.0	134	31462	202	-134.0	134	31462	202	-134.0	134	31462	202	-134.0	134	31462	202	-134.0	134	31462	202	-134.0	134	31462	202	-134.0	134	31462
203	-138.0	138	31600	203	-138.0	138	31600	203	-138.0	138	31600	203	-138.0	138	31600	203	-138.0	138	31600	203	-138.0	138	31600	203	-138.0	138	31600	203	-138.0	138	31600	203	-138.0	138	31600	203	-138.0	138	31600
204	-138.0	138	31738	204	-138.0	138	31738	204	-138.0	138	31738	204	-138.0	138	31738	204	-138.0	138	31738	204	-138.0	138	31738	204	-138.0	138	31738	204	-138.0	138	31738	204	-138.0	138	31738	204	-138.0	138	31738
205	-148.0	148	31886	205	-148.0	148	31886	205	-148.0	148	31886	205	-148.0	148	31886	205	-148.0	148	31886	205	-148.0	148	31886	205	-148.0	148	31886	205	-148.0	148	31886	205	-148.0	148	31886	205	-148.0	148	31886
206	-144.0	144	32030	206	-144.0	144	32030	206	-144.0	144	32030	206	-144.0	144	32030	206	-144.0	144	32030	206	-144.0	144	32030	206	-144.0	144	32030	206	-144.0	144	32030	206	-144.0	144	32030	206	-144.0	144	32030
207	-139.0	139	32169	207	-139.0	139	32169	207	-139.0	139	32169	207	-139.0	139	32169	207	-139.0	139	32169	207	-139.0	139	32169	207	-139.0	139	32169	207	-139.0	139	32169	207	-139.0	139	32169	207	-139.0	139	32169
208	-136.0	136	32305	208	-136.0	136	32305	208	-136.0	136	32305	208	-136.0	136	32305	208	-136.0	136	32305	208	-136.0	136	32305	208	-136.0	136	32305	208	-136.0	136	32305	208	-136.0	136	32305	208	-136.0	136	32305
209	-136.0	136	32441	209	-136.0	136	32441	209	-136.0	136	32441	209	-136.0	136	32441	209	-136.0	136	32441	209	-136.0	136	32441	209	-136.0	136	32441	209	-136.0	136	32441	209	-136.0	136	32441	209	-136.0	136	32441
210	-137.0	137	32578	210	-137.0	137	32578	210	-137.0	137	32578	210	-137.0	137	32578	210	-137.0	137	32578	210	-137.0	137	32578	210	-137.0	137	32578	210	-137.0	137	32578	210	-137.0	137	32578	210	-137.0	137	32578
211	-136.0	136	32714	211	-136.0	136	32714	211	-136.0	136	32714	211	-136.0	136	32714	211	-136.0	136	32714	211	-136.0	136	32714	211	-136.0	136	32714	211	-136.0	136	32714	211	-136.0	136	32714	211	-136.0	136	32714
212	-138.0	138	32852	212	-138.0	138	32852	212	-138.0	138	32852	212	-138.0	138	32852	212	-138.0	138	32852	212	-138.0	138	32852	212	-138.0	138	32852	212	-138.0	138	32852	212	-138.0	138	32852	212	-138.0	138	32852
213	-133.0	133	32985	213	-133.0	133	32985	213	-133.0	133	32985	213	-133.0	133	32985	213	-133.0	133	32985	213	-133.0	133	32985	213	-133.0	133	32985	213	-133.0	133	32985	213	-133.0	133	32985	213	-133.0	133	32985
214	-133.0	133	33118	214	-133.0	133	33118	214	-133.0	133	33118	214	-133.0	133	33118	214	-133.0	133	33118	214	-133.0	133	33118	214	-133.0	133	33118	214	-133.0	133	33118	214	-133.0	133	33118	214	-133.0	133	33118
215	-137.0	137	33255	215	-137.0	137	33255	215	-137.0	137	33255	215	-137.0	137	33255	215	-137.0	137	33255	215	-137.0	137	33255	215	-137.0	137	33255	215	-137.0	137	33255	215	-137.0	137	33255	215	-137.0	137	33255
216	-163.0	163	33418	216	-163.0	163	33418	216	-163.0	163	33418	216	-163.0	163	33418	216	-163.0	163	33418	216	-163.0	163	33418	216	-163.0	163	33418	216	-163.0	163	33418	216	-163.0	163	33418	216	-163.0	163	33418
217	-155.0	155	33573	217	-155.0	155	33573	217	-155.0	155	33573	217	-155.0	155	33573	217	-155.0	155	33573	217	-155.0	155	33573	217	-155.0	155	33573	217	-155.0	155	33573	217	-155.0	155	33573	217	-155.0	155	33573
218	-135.0	135	33708	218	-135.0	135	33708	218	-135.0	135	33708	218	-135.0	135	33708	218	-135.0	135	33708	218	-135.0	135	33708	218	-135.0	135	33708	218	-135.0	135	33708	218	-135.0	135	33708	218	-135.0	135	33708
219	-131.0	131	33839	219	-131.0	131	33839	219	-131.0	131	33839	219	-131.0	131	33839	219	-131.0	131	33839	219	-131.0	131	33839	219	-131.0	131	33839	219	-131.0	131	33839	219	-131.0	131	33839	219	-131.0	131	33839
220	-131.0	131	33970	220	-131.0	131	33970	220	-131.0	131	33970	220	-131.0	131	33970	220	-131.0	131	33970	220	-131.0	131	33970	220	-131.0	131	33970	220	-131.0	131	33970	220	-131.0	131	33970	220	-131.0	131	33970
221	-137.0	137	34107	221	-137.0	137	34107	221	-137.0	137	34107	221	-137.0	137	34107	221	-137.0	137	34107	221	-137.0	137	34107	221	-137.0	137	34107	221	-137.0	137	34107	221	-137.0	137	34107	221	-137.0	137	34107
222	-139.0	139	34246	222	-139.0	139	34246	222	-139.0	139	34246	222	-139.0	139	34246	222	-139.0	139	34246	222	-139.0	139	34246	222	-139.0	139	34246	222	-139.0	139	34246	222	-139.0	139	34246	222	-139.0	139	34246
